hex_id,bc_mean,bc_max,bc_sum,bc_n,log_bc_mean,log_bc_max
89390ca0503ffff,0.0020954230589048635,0.0026805055875704416,0.014667961412334046,7,7.6479878661543275,7.894133702168876
89390ca0507ffff,3.721863160240695e-05,8.73634945397816e-05,0.0001488745264096278,4,3.6433231349897794,4.481458926658309
89390ca050fffff,7.65067337387373e-05,0.00019204686554809131,0.0006120538699098984,8,4.350364819536298,5.262932986101309
89390ca0513ffff,0.0023945365977904426,0.0028205291476965204,0.0071836097933713275,3,7.781362533931559,7.945034267923448
89390ca0517ffff,0.0011203229081544217,0.002276608615365023,0.010082906173389795,9,7.022264435254062,7.730881318607281
89390ca051bffff,0.0027731541914737816,0.002788945843548028,0.005546308382947563,2,7.928101183855531,7.933777463712332
89390ca0527ffff,0.000118749403037346,0.0002491642522843771,0.00118749403037346,10,4.785401251204244,5.52211771126374
89390ca0537ffff,0.0016273966109474252,0.005640485211245185,0.027665742386106227,17,7.395351135410388,8.637902645152604
89390ca0543ffff,0.0002210831290394473,0.000536916170524372,0.001547581903276131,7,5.403051766914098,6.287702731151878
89390ca054bffff,0.00041843329709864783,0.0008517940717628706,0.0029290330796905347,7,6.038904507540191,6.748518101889847
89390ca054fffff,0.0003739310388742081,0.000675920914387596,0.0018696551943710403,5,5.926742112723962,6.5175544483449706
89390ca0553ffff,0.0010054616655909279,0.004437454232863193,0.011060078321500208,11,6.9141961575099415,8.398061449057936
89390ca055bffff,6.316660829698495e-05,0.0001263332165939699,0.00031583304148492477,5,4.161482955401938,4.846807403136761
89390ca0563ffff,0.0007155114776019613,0.0044058709287147,0.00572409182081569,8,6.57439426612382,8.390920176624277
89390ca056bffff,0.0003514151994651215,0.000610270941449903,0.0017570759973256074,5,5.8648100244177135,6.415540300242961
89390ca0573ffff,0.006773472571555924,0.006773472571555924,0.006773472571555924,1,8.820916793500656,8.820916793500656
89390ca057bffff,0.0002238484874671955,0.0004893501862523481,0.0015669394122703685,7,5.415426786341502,6.195119801673779
89390ca0583ffff,0.002950949993066319,0.0065150752968894275,0.05311709987519374,18,7.990221245558694,8.782027525347225
89390ca0587ffff,0.002730722512713032,0.007991340061765736,0.08738312040681702,32,7.912687646247044,8.98623886969414
89390ca058bffff,0.0,0.0,0.0,1,0.0,0.0
89390ca058fffff,0.007241554968321183,0.007241554968321183,0.007241554968321183,1,8.88772931930351,8.88772931930351
89390ca0593ffff,0.0053404665162926504,0.022040434270432042,0.13885212942360892,26,8.583255522769955,10.000679336940442
89390ca0597ffff,0.003065509885701551,0.008592951064981376,0.03065509885701551,10,8.028295348834378,9.058813870227663
89390ca059bffff,0.005287484478970996,0.012701900729090389,0.05287484478970996,10,8.573286995899661,9.449585650231876
89390ca05a3ffff,0.00020960675161700348,0.0012644146582189819,0.0027248877710210452,13,5.349992658146128,7.143155140507697
89390ca05a7ffff,0.0012826637281269746,0.003283708491196791,0.011543973553142772,9,7.157473555967582,8.097033187619433
89390ca05abffff,0.003084398011488973,0.011125919322487186,0.04318157216084562,14,8.03443594308712,9.31712261552363
89390ca05afffff,0.003009485603913953,0.005234104874399058,0.04514228405870929,15,8.009856674934575,8.563142156418024
89390ca05b3ffff,0.0013986813275870553,0.00595670030882868,0.030770989206915216,22,7.243999866541165,8.692439831375124
89390ca05b7ffff,0.0009649510696981168,0.005387882454073674,0.026053678881849153,27,6.873113180443216,8.59209330549922
89390ca05bbffff,0.0028548826403589863,0.010109331720207585,0.06851718336861568,24,7.957136230303884,9.221313122574918
89390ca05c3ffff,0.003756594889645926,0.012876118310038525,0.033809354006813334,9,8.231534374707051,9.463207240933567
89390ca05c7ffff,0.006591721628048796,0.012844535005890032,0.08569238116463435,13,8.793721535872267,9.460751559582802
89390ca05cbffff,0.009975050183145113,0.017321977777070268,0.0798004014651609,8,9.207942517734661,9.759789094421238
89390ca05cfffff,0.00893603744149766,0.00893603744149766,0.00893603744149766,1,9.097959430865473,9.097959430865473
89390ca05d3ffff,0.002037160261920681,0.007287401700149639,0.024445923143048172,12,7.619802847550955,8.89403955544358
89390ca05d7ffff,0.00045239687138505947,0.0018867840427902831,0.002714381228310357,6,6.116767837707891,7.543158956047768
89390ca05dbffff,7.711744462357345e-05,0.0003075551593492311,0.0008482918908593079,11,4.358213394561706,5.7319006259017256
89390ca0603ffff,0.006193826093397914,0.015066318571110193,0.1362641740547541,22,8.731469721578483,9.62028334421022
89390ca0607ffff,0.00033038301123881696,0.000610589321532045,0.0019822980674329017,6,5.803274840065937,6.416061014013739
89390ca060bffff,2.037632525709192e-05,3.6167977331338154e-05,4.075265051418384e-05,2,3.0622840132326687,3.6154475661305945
89390ca060fffff,0.0010852472275925378,0.0028035276513101344,0.01953445009666568,18,6.990484124302502,7.93899040852187
89390ca0613ffff,0.007144066987169284,0.007828074755643288,0.02143220096150785,3,8.874177465711101,8.965599615418117
89390ca0617ffff,0.0002761947212582381,0.0005523894425164762,0.0005523894425164762,2,5.624720224054477,6.31606198967984
89390ca061bffff,0.007117662665690302,0.011622082842497375,0.021352987997070905,3,8.870475158911676,9.360748300080871
